un	DET:ART	O	O
record	NOM	O	O
personnel	ADJ	O	O
pour	PRP	O	O
moi	PRO:PER	O	O
,	PUN	O	O
cet	PRO:DEM	O	O
automne	NOM	O	O
!	SENT	O	O
	
Absolument	ADV	O	B-SENT
,	PUN	O	O
Madame	NAM	O	O
Thors	NAM	I-LOC	O
,	PUN	O	O
nous	PRO:PER	O	O
allons	VER:pres	O	O
corriger	VER:infi	O	O
le	DET:ART	O	O
procès	NOM	O	O
-	PUN	O	O
verbal	ADJ	O	O
.	SENT	O	O
	
(	PUN	O	B-SENT
Le	DET:ART	O	O
procès	NOM	O	O
-	PUN	O	O
verbal	ADJ	O	O
est	VER:pres	O	O
approuvé	VER:pper	O	O
)	PUN	O	O
	
Communication	NOM	O	B-SENT
de	PRP	O	O
la	DET:ART	O	O
présidence	NOM	O	O
sur	PRP	O	O
la	DET:ART	O	O
situation	NOM	O	O
au	PRP:det	O	O
Moyen	NAM	I-LOC	O
-	PUN	O	O
Orient	NAM	O	O
Mes	NAM	O	B-SENT
chers	ADJ	O	O
collègues	NOM	O	O
,	PUN	O	O
au	PRP:det	O	O
cours	NOM	O	O
de	PRP	O	O
ces	PRO:DEM	O	O
derniers	ADJ	O	O
jours	NOM	O	O
,	PUN	O	O
comme	KON	O	O
vous	PRO:PER	O	O
le	PRO:PER	O	O
savez	VER:pres	O	O
,	PUN	O	O
Jérusalem	NAM	I-PER	O
,	PUN	O	O
d'	PRP	O	O
autres	ADJ	O	O
villes	NOM	O	O
et	KON	O	O
les	DET:ART	O	O
territoires	NOM	O	O
palestiniens	ADJ	O	O
se	PRO:PER	O	O
sont	VER:pres	O	O
malheureusement	ADV	O	O
embrasés	VER:pper	O	O
et	KON	O	O
les	DET:ART	O	O
victimes	NOM	O	O
sont	VER:pres	O	O
déjà	ADV	O	O
nombreuses	ADJ	O	O
.	SENT	O	O
	
Aujourd'hui	ADV	O	B-SENT
même	ADV	O	O
,	PUN	O	O
des	PRP:det	O	O
hélicoptères	NOM	O	O
ont	VER:pres	O	O
bombardé	VER:pper	O	O
des	PRP:det	O	O
cibles	NOM	O	O
à	PRP	O	O
Gaza	NAM	I-LOC	O
,	PUN	O	O
aggravant	VER:ppre	O	O
ainsi	ADV	O	O
la	DET:ART	O	O
situation	NOM	O	O
.	SENT	O	O
	
Je	PRO:PER	O	B-SENT
tiens	VER:pres	O	O
à	PRP	O	O
exprimer	VER:infi	O	O
,	PUN	O	O
au	PRP:det	O	O
nom	NOM	O	O
du	PRP:det	O	O
Parlement	NOM	O	O
européen	ADJ	O	O
,	PUN	O	O
mon	DET:POS	O	O
émotion	NOM	O	O
la	DET:ART	O	O
plus	ADV	O	O
profonde	ADJ	O	O
face	NOM	O	O
à	PRP	O	O
cette	PRO:DEM	O	O
nouvelle	ADJ	O	O
flambée	NOM	O	O
de	PRP	O	O
violence	NOM	O	O
et	KON	O	O
à	PRP	O	O
dire	VER:infi	O	O
aux	PRP:det	O	O
familles	NOM	O	O
des	PRP:det	O	O
victimes	NOM	O	O
combien	ADV	O	O
nous	PRO:PER	O	O
partageons	VER:pres	O	O
leur	DET:POS	O	O
douleur	NOM	O	O
et	KON	O	O
leur	DET:POS	O	O
épreuve	NOM	O	O
.	SENT	O	O
	
À	PRP	O	B-SENT
un	DET:ART	O	O
moment	NOM	O	O
où	PRO:REL	O	O
le	DET:ART	O	O
processus	NOM	O	O
de	PRP	O	O
paix	NOM	O	O
est	VER:pres	O	O
dans	PRP	O	O
une	DET:ART	O	O
phase	NOM	O	O
cruciale	ADJ	O	O
,	PUN	O	O
avec	PRP	O	O
des	PRP:det	O	O
avancées	NOM	O	O
réelles	ADJ	O	O
mais	KON	O	O
fragiles	ADJ	O	O
,	PUN	O	O
la	DET:ART	O	O
visite	NOM	O	O
sur	PRP	O	O
l'	DET:ART	O	O
esplanade	NOM	O	O
des	PRP:det	O	O
mosquées	NOM	O	O
de	PRP	O	O
M.	NOM	O	O
Ariel	NAM	I-PER	O
Sharon	NAM	I-PER	O
ne	ADV	O	O
peut	VER:pres	O	O
être	VER:infi	O	O
perçue	VER:pper	O	O
que	KON	O	O
comme	KON	O	O
une	DET:ART	O	O
provocation	NOM	O	O
.	SENT	O	O
	
Le	DET:ART	O	B-SENT
statut	NOM	O	O
de	PRP	O	O
Jérusalem	NAM	I-LOC	O
,	PUN	O	O
et	KON	O	O
cette	PRO:DEM	O	O
triste	ADJ	O	O
actualité	NOM	O	O
le	PRO:PER	O	O
démontre	VER:pres	O	O
,	PUN	O	O
constitue	VER:pres	O	O
une	DET:ART	O	O
des	PRP:det	O	O
clés	NOM	O	O
de	PRP	O	O
la	DET:ART	O	O
paix	NOM	O	O
au	PRP:det	O	O
Proche	NAM	O	O
-	PUN	O	O
Orient	NAM	I-LOC	O
.	SENT	O	O
	
Cette	PRO:DEM	O	B-SENT
ville	NOM	O	O
est	VER:pres	O	O
chargée	VER:pper	O	O
de	PRP	O	O
symboles	NOM	O	O
puissants	ADJ	O	O
pour	PRP	O	O
les	DET:ART	O	O
trois	NUM	O	O
religions	NOM	O	O
monothéistes	ADJ	O	O
.	SENT	O	O
	
Y	PRO:PER	O	B-SENT
porter	VER:infi	O	O
atteinte	VER:pper	O	O
,	PUN	O	O
c'	PRO:DEM	O	O
est	VER:pres	O	O
nier	VER:infi	O	O
la	DET:ART	O	O
volonté	NOM	O	O
de	PRP	O	O
paix	NOM	O	O
et	KON	O	O
c'	PRO:DEM	O	O
est	VER:pres	O	O
entraver	VER:infi	O	O
la	DET:ART	O	O
recherche	NOM	O	O
d'	PRP	O	O
une	DET:ART	O	O
solution	NOM	O	O
acceptable	ADJ	O	O
par	PRP	O	O
tous	PRO:IND	O	O
.	SENT	O	O
	
Pourtant	ADV	O	B-SENT
,	PUN	O	O
nous	PRO:PER	O	O
savons	VER:pres	O	O
qu'	KON	O	O
il	PRO:PER	O	O
existe	VER:pres	O	O
des	PRP:det	O	O
hommes	NOM	O	O
de	PRP	O	O
paix	NOM	O	O
,	PUN	O	O
désireux	ADJ	O	O
de	PRP	O	O
part	NOM	O	O
et	KON	O	O
d'	PRP	O	O
autre	ADJ	O	O
d'	PRP	O	O
aller	VER:infi	O	O
de	PRP	O	O
l'	DET:ART	O	O
avant	NOM	O	O
.	SENT	O	O
	
La	DET:ART	O	B-SENT
présence	NOM	O	O
conjointe	ADJ	O	O
de	PRP	O	O
M.	NOM	O	O
Ahmed	NAM	I-PER	O
Qurie	NAM	I-PER	O
et	KON	O	O
de	PRP	O	O
M.	NOM	O	O
Avraham	NAM	I-PER	O
Burg	NAM	I-PER	O
,	PUN	O	O
respectivement	ADV	O	O
président	NOM	O	O
du	PRP:det	O	O
Conseil	NAM	O	O
législatif	ADJ	O	O
palestinien	NOM	O	O
et	KON	O	O
président	NOM	O	O
de	PRP	O	O
la	DET:ART	O	O
Knesset	NAM	I-PER	O
,	PUN	O	O
ici	ADV	O	O
même	ADJ	O	O
,	PUN	O	O
lors	ADV	O	O
de	PRP	O	O
notre	DET:POS	O	O
période	NOM	O	O
de	PRP	O	O
session	NOM	O	O
de	PRP	O	O
septembre	NOM	O	O
,	PUN	O	O
en	PRO:PER	O	O
a	VER:pres	O	O
donné	VER:pper	O	O
une	DET:ART	O	O
fois	NOM	O	O
de	PRP	O	O
plus	ADV	O	O
la	DET:ART	O	O
preuve	NOM	O	O
.	SENT	O	O
	
Sur	PRP	O	B-SENT
la	DET:ART	O	O
question	NOM	O	O
de	PRP	O	O
Jérusalem	NAM	I-PER	O
,	PUN	O	O
ils	PRO:PER	O	O
ont	VER:pres	O	O
témoigné	VER:pper	O	O
d'	PRP	O	O
un	DET:ART	O	O
esprit	NOM	O	O
d'	PRP	O	O
ouverture	NOM	O	O
et	KON	O	O
d'	PRP	O	O
une	DET:ART	O	O
capacité	NOM	O	O
d'	PRP	O	O
écoute	NOM	O	O
porteurs	NOM	O	O
d'	PRP	O	O
espoir	NOM	O	O
.	SENT	O	O
	
Alors	ADV	O	B-SENT
que	KON	O	O
s'	PRO:PER	O	O
ouvre	VER:pres	O	O
notre	DET:POS	O	O
période	NOM	O	O
de	PRP	O	O
session	NOM	O	O
du	PRP:det	O	O
Parlement	NOM	O	O
européen	ADJ	O	O
,	PUN	O	O
j'	PRO:PER	O	O
en	PRO:PER	O	O
appelle	VER:pres	O	O
à	PRP	O	O
la	DET:ART	O	O
communauté	NOM	O	O
internationale	ADJ	O	O
afin	KON	O	O
que	KON	O	O
tout	ADV	O	O
soit	KON	O	O
fait	VER:pper	O	O
pour	PRP	O	O
renouer	VER:infi	O	O
au	PRP:det	O	O
plus	ADV	O	O
vite	ADV	O	O
les	DET:ART	O	O
fils	NOM	O	O
du	PRP:det	O	O
dialogue	NOM	O	O
.	SENT	O	O
	
L'	DET:ART	O	B-SENT
Union	NOM	O	O
européenne	ADJ	O	O
a	VER:pres	O	O
déjà	ADV	O	O
réagi	VER:pper	O	O
.	SENT	O	O
	
Je	PRO:PER	O	B-SENT
souhaite	VER:pres	O	O
qu'	KON	O	O
elle	PRO:PER	O	O
multiplie	VER:pres	O	O
ses	DET:POS	O	O
efforts	NOM	O	O
,	PUN	O	O
auxquels	PRO:REL	O	O
notre	DET:POS	O	O
Parlement	NOM	O	O
européen	ADJ	O	O
prendra	VER:futu	O	O
toute	PRO:IND	O	O
sa	DET:POS	O	O
part	NOM	O	O
.	SENT	O	O
	
Je	PRO:PER	O	B-SENT
vous	PRO:PER	O	O
invite	VER:pres	O	O
à	PRP	O	O
observer	VER:infi	O	O
une	DET:ART	O	O
minute	NOM	O	O
de	PRP	O	O
silence	NOM	O	O
.	SENT	O	O
	
(	PUN	O	B-SENT
L'	DET:ART	O	O
Assemblée	NOM	O	O
,	PUN	O	O
debout	ADV	O	O
,	PUN	O	O
observe	VER:pres	O	O
une	DET:ART	O	O
minute	NOM	O	O
de	PRP	O	O
silence	NOM	O	O
)	PUN	O	O
	
Madame	NAM	O	B-SENT
la	DET:ART	O	O
Présidente	NOM	O	O
,	PUN	O	O
au	PRP:det	O	O
nom	NOM	O	O
du	PRP:det	O	O
groupe	NOM	O	O
socialiste	ADJ	O	O
,	PUN	O	O
je	PRO:PER	O	O
tiens	VER:pres	O	O
avant	PRP	O	O
tout	PRO:IND	O	O
à	PRP	O	O
soutenir	VER:infi	O	O
vos	DET:POS	O	O
propos	NOM	O	O
et	KON	O	O
exprimer	VER:infi	O	O
notre	DET:POS	O	O
entière	ADJ	O	O
approbation	NOM	O	O
.	SENT	O	O
	
Toutefois	ADV	O	B-SENT
,	PUN	O	O
vous	PRO:PER	O	O
me	PRO:PER	O	O
permettrez	VER:futu	O	O
de	PRP	O	O
proposer	VER:infi	O	O
,	PUN	O	O
au	PRP:det	O	O
nom	NOM	O	O
de	PRP	O	O
mon	DET:POS	O	O
groupe	NOM	O	O
,	PUN	O	O
qu'	KON	O	O
un	DET:ART	O	O
sujet	NOM	O	O
d'	PRP	O	O
une	DET:ART	O	O
telle	PRO:DEM	O	O
importance	NOM	O	O
,	PUN	O	O
qui	PRO:REL	O	O
touche	VER:pres	O	O
aux	PRP:det	O	O
responsabilités	NOM	O	O
de	PRP	O	O
l'	DET:ART	O	O
Union	NOM	O	O
européenne	ADJ	O	O
,	PUN	O	O
comme	KON	O	O
vous	PRO:PER	O	O
l'	PRO:PER	O	O
avez	VER:pres	O	O
signalé	VER:pper	O	O
,	PUN	O	O
soit	VER:subp	O	O
abordé	VER:pper	O	O
lors	ADV	O	O
du	PRP:det	O	O
débat	NOM	O	O
que	PRO:REL	O	O
nous	PRO:PER	O	O
tiendrons	VER:futu	O	O
demain	ADV	O	O
à	PRP	O	O
propos	NOM	O	O
du	PRP:det	O	O
sommet	NOM	O	O
de	PRP	O	O
Biarritz	NAM	I-LOC	O
.	SENT	O	O
	
Il	PRO:PER	O	B-SENT
est	VER:pres	O	O
évident	ADJ	O	O
que	KON	O	O
la	DET:ART	O	O
situation	NOM	O	O
au	PRP:det	O	O
Moyen	NAM	I-LOC	O
-	PUN	O	O
Orient	NAM	O	O
est	VER:pres	O	O
l'	DET:ART	O	O
un	NOM	O	O
des	PRP:det	O	O
sujets	NOM	O	O
qui	PRO:REL	O	O
seront	VER:futu	O	O
abordés	VER:pper	O	O
au	PRP:det	O	O
cours	NOM	O	O
de	PRP	O	O
ce	PRO:DEM	O	O
sommet	NOM	O	O
,	PUN	O	O
fût	VER:subi	O	O
-	PUN	O	O
ce	PRO:DEM	O	O
officieusement	ADV	O	O
.	SENT	O	O
	
Par	PRP	O	B-SENT
ailleurs	ADV	O	O
,	PUN	O	O
je	PRO:PER	O	O
voudrais	VER:cond	O	O
souligner	VER:infi	O	O
,	PUN	O	O
Madame	NAM	O	O
la	DET:ART	O	O
Présidente	NOM	O	O
,	PUN	O	O
que	KON	O	O
vous	PRO:PER	O	O
avez	VER:pres	O	O
,	PUN	O	O
à	PRP	O	O
juste	ADJ	O	O
titre	NOM	O	O
,	PUN	O	O
signalé	VER:pper	O	O
l'	DET:ART	O	O
attitude	NOM	O	O
provocatrice	ADJ	O	O
inacceptable	ADJ	O	O
du	PRP:det	O	O
leader	NOM	O	O
de	PRP	O	O
l'	DET:ART	O	O
extrême	ADJ	O	O
droite	NOM	O	O
israélienne	ADJ	O	O
,	PUN	O	O
réputé	VER:pper	O	O
pour	PRP	O	O
les	DET:ART	O	O
actes	NOM	O	O
extrémistes	NOM	O	O
qu'	PRO:REL	O	O
il	PRO:PER	O	O
a	VER:pres	O	O
commis	VER:pper	O	O
par	PRP	O	O
le	DET:ART	O	O
passé	NOM	O	O
.	SENT	O	O
	
Ceci	PRO:DEM	O	B-SENT
dit	VER:pres	O	O
,	PUN	O	O
je	PRO:PER	O	O
pense	VER:pres	O	O
que	KON	O	O
nous	PRO:PER	O	O
devons	VER:pres	O	O
nous	PRO:PER	O	O
tourner	VER:infi	O	O
vers	PRP	O	O
nos	DET:POS	O	O
amis	NOM	O	O
israéliens	ADJ	O	O
et	KON	O	O
leur	PRO:PER	O	O
dire	VER:infi	O	O
qu'	KON	O	O
un	DET:ART	O	O
gouvernement	NOM	O	O
démocratique	ADJ	O	O
et	KON	O	O
légitimement	ADV	O	O
constitué	VER:pper	O	O
,	PUN	O	O
comme	KON	O	O
c'	PRO:DEM	O	O
est	VER:pres	O	O
le	DET:ART	O	O
cas	NOM	O	O
du	PRP:det	O	O
gouvernement	NOM	O	O
israélien	ADJ	O	O
,	PUN	O	O
ne	ADV	O	O
peut	VER:pres	O	O
riposter	VER:infi	O	O
par	PRP	O	O
des	PRP:det	O	O
tirs	NOM	O	O
de	PRP	O	O
canon	NOM	O	O
et	KON	O	O
des	PRP:det	O	O
chars	NOM	O	O
aux	PRP:det	O	O
jets	NOM	O	O
de	PRP	O	O
pierres	NOM	O	O
d'	PRP	O	O
enfants	NOM	O	O
et	KON	O	O
adolescents	NOM	O	O
.	SENT	O	O
	
C'	PRO:DEM	O	B-SENT
est	VER:pres	O	O
tout	ADV	O	O
à	PRP	O	O
fait	NOM	O	O
démesuré	ADJ	O	O
et	KON	O	O
cela	PRO:DEM	O	O
ne	ADV	O	O
favorise	VER:pres	O	O
en	PRP	O	O
rien	ADV	O	O
le	DET:ART	O	O
processus	NOM	O	O
de	PRP	O	O
paix	NOM	O	O
.	SENT	O	O
	
Je	PRO:PER	O	B-SENT
pense	VER:pres	O	O
,	PUN	O	O
Madame	NAM	O	O
la	DET:ART	O	O
Présidente	NOM	O	O
,	PUN	O	O
qu'	KON	O	O
après	PRP	O	O
la	DET:ART	O	O
visite	NOM	O	O
-	PUN	O	O
sur	PRP	O	O
votre	DET:POS	O	O
invitation	NOM	O	O
-	PUN	O	O
des	PRP:det	O	O
présidents	NOM	O	O
des	PRP:det	O	O
Assemblées	NAM	O	O
israélienne	ADJ	O	O
et	KON	O	O
palestinienne	ADJ	O	O
le	DET:ART	O	O
mois	NOM	O	O
dernier	ADJ	O	O
,	PUN	O	O
nous	PRO:PER	O	O
sommes	VER:pres	O	O
investis	VER:pper	O	O
d'	PRP	O	O
une	DET:ART	O	O
légitimité	NOM	O	O
morale	ADJ	O	O
pour	PRP	O	O
interpeller	VER:infi	O	O
de	PRP	O	O
façon	NOM	O	O
énergique	ADJ	O	O
nos	DET:POS	O	O
interlocuteurs	NOM	O	O
au	PRP:det	O	O
Moyen	NAM	I-LOC	O
-	PUN	O	O
Orient	NAM	I-PER	O
et	KON	O	O
leur	PRO:PER	O	O
proposer	VER:infi	O	O
notre	DET:POS	O	O
aide	NOM	O	O
.	SENT	O	O
	
Madame	NOM	O	B-SENT
la	DET:ART	O	O
Présidente	NOM	O	O
,	PUN	O	O
je	PRO:PER	O	O
vous	PRO:PER	O	O
ai	VER:pres	O	O
adressé	VER:pper	O	O
une	DET:ART	O	O
lettre	NOM	O	O
au	PRP:det	O	O
nom	NOM	O	O
de	PRP	O	O
mon	DET:POS	O	O
groupe	NOM	O	O
demandant	VER:ppre	O	O
une	DET:ART	O	O
modification	NOM	O	O
de	PRP	O	O
l'	DET:ART	O	O
ordre	NOM	O	O
du	PRP:det	O	O
jour	NOM	O	O
sur	PRP	O	O
la	DET:ART	O	O
question	NOM	O	O
que	PRO:REL	O	O
vous	PRO:PER	O	O
venez	VER:pres	O	O
,	PUN	O	O
avec	PRP	O	O
beaucoup	ADV	O	O
de	PRP	O	O
dignité	NOM	O	O
,	PUN	O	O
d'	PRP	O	O
aborder	VER:infi	O	O
.	SENT	O	O
	
Puisque	KON	O	B-SENT
M.	NOM	O	O
Barón	NAM	I-PER	O
prend	VER:pres	O	O
la	DET:ART	O	O
parole	NOM	O	O
,	PUN	O	O
je	PRO:PER	O	O
propose	VER:pres	O	O
d'	PRP	O	O
évoquer	VER:infi	O	O
cette	PRO:DEM	O	O
question	NOM	O	O
tout	ADV	O	O
de	PRP	O	O
suite	NOM	O	O
.	SENT	O	O
	
Je	PRO:PER	O	B-SENT
pense	VER:pres	O	O
qu'	KON	O	O
effectivement	ADV	O	O
,	PUN	O	O
alors	ADV	O	O
que	KON	O	O
notre	DET:POS	O	O
Parlement	NOM	O	O
a	VER:pres	O	O
,	PUN	O	O
très	ADV	O	O
opportunément	ADV	O	O
,	PUN	O	O
il	PRO:PER	O	O
y	PRO:PER	O	O
a	VER:pres	O	O
un	DET:ART	O	O
mois	NOM	O	O
,	PUN	O	O
invité	VER:pper	O	O
conjointement	ADV	O	O
les	DET:ART	O	O
présidents	NOM	O	O
de	PRP	O	O
la	DET:ART	O	O
Knesset	NAM	I-PER	O
et	KON	O	O
du	PRP:det	O	O
Conseil	NAM	O	O
législatif	NOM	O	O
palestinien	ADJ	O	O
,	PUN	O	O
précisément	ADV	O	O
pour	PRP	O	O
marquer	VER:infi	O	O
sa	DET:POS	O	O
volonté	NOM	O	O
d'	PRP	O	O
intervenir	VER:infi	O	O
comme	ADV	O	O
acteur	NOM	O	O
en	PRP	O	O
faveur	NOM	O	O
du	PRP:det	O	O
processus	NOM	O	O
de	PRP	O	O
paix	NOM	O	O
,	PUN	O	O
nous	PRO:PER	O	O
ne	ADV	O	O
pouvons	VER:pres	O	O
pas	ADV	O	O
,	PUN	O	O
en	PRP	O	O
tant	ADV	O	O
que	KON	O	O
Parlement	NOM	I-PER	O
,	PUN	O	O
nous	PRO:PER	O	O
taire	VER:infi	O	O
aujourd'hui	ADV	O	O
.	SENT	O	O
	
Vous	PRO:PER	O	B-SENT
avez	VER:pres	O	O
relaté	VER:pper	O	O
,	PUN	O	O
dans	PRP	O	O
des	PRP:det	O	O
mots	NOM	O	O
que	PRO:REL	O	O
je	PRO:PER	O	O
partage	VER:pres	O	O
profondément	ADV	O	O
,	PUN	O	O
la	DET:ART	O	O
situation	NOM	O	O
dramatique	ADJ	O	O
qui	PRO:REL	O	O
se	PRO:PER	O	O
déroule	VER:pres	O	O
en	PRP	O	O
ce	PRO:DEM	O	O
moment	NOM	O	O
-	PUN	O	O
même	ADV	O	O
en	PRP	O	O
Palestine	NAM	I-LOC	O
et	KON	O	O
en	PRP	O	O
Israël	NAM	I-LOC	O
.	SENT	O	O
	
Je	PRO:PER	O	B-SENT
comprends	VER:pres	O	O
très	ADV	O	O
bien	ADV	O	O
que	KON	O	O
M.	NOM	O	O
Prodi	NAM	I-PER	O
demain	ADV	O	O
,	PUN	O	O
le	DET:ART	O	O
Conseil	NAM	O	O
,	PUN	O	O
nous	PRO:PER	O	O
-	PUN	O	O
mêmes	ADJ	O	O
,	PUN	O	O
certains	PRO:IND	O	O
d'	PRP	O	O
entre	PRP	O	O
nous	PRO:PER	O	O
,	PUN	O	O
interviennent	VER:pres	O	O
dans	PRP	O	O
le	DET:ART	O	O
débat	NOM	O	O
général	ADJ	O	O
.	SENT	O	O
	
En	PRP	O	B-SENT
revanche	NOM	O	O
,	PUN	O	O
on	PRO:PER	O	O
ne	ADV	O	O
saurait	VER:cond	O	O
aucunement	ADV	O	O
se	PRO:PER	O	O
contenter	VER:infi	O	O
d'	PRP	O	O
inclure	VER:infi	O	O
ce	PRO:DEM	O	O
sujet	NOM	O	O
dramatique	ADJ	O	O
parmi	PRP	O	O
d'	PRP	O	O
autres	ADJ	O	O
sujets	NOM	O	O
très	ADV	O	O
importants	ADJ	O	O
et	KON	O	O
de	PRP	O	O
donner	VER:infi	O	O
ainsi	ADV	O	O
la	DET:ART	O	O
possibilité	NOM	O	O
à	PRP	O	O
l'	DET:ART	O	O
un	NOM	O	O
de	PRP	O	O
parler	VER:infi	O	O
de	PRP	O	O
la	DET:ART	O	O
Charte	NOM	I-LOC	O
,	PUN	O	O
au	PRP:det	O	O
suivant	NOM	O	O
de	PRP	O	O
parler	VER:infi	O	O
de	PRP	O	O
la	DET:ART	O	O
présidence	NOM	O	O
française	ADJ	O	O
et	KON	O	O
du	PRP:det	O	O
Sommet	NAM	O	O
de	PRP	O	O
Biarritz	NAM	I-LOC	O
,	PUN	O	O
au	PRP:det	O	O
troisième	NUM	O	O
du	PRP:det	O	O
non	ADV	O	O
danois	ADJ	O	O
au	PRP:det	O	O
référendum	NOM	O	O
sur	PRP	O	O
l'	DET:ART	O	O
UEM	ABR	O	O
,	PUN	O	O
et	KON	O	O
enfin	ADV	O	O
au	PRP:det	O	O
quatrième	NUM	O	O
du	PRP:det	O	O
Proche	NAM	O	O
-	PUN	O	O
Orient	NAM	I-LOC	O
.	SENT	O	O
	
Ce	PRO:DEM	O	B-SENT
n'	ADV	O	O
est	VER:pres	O	O
pas	ADV	O	O
à	PRP	O	O
la	DET:ART	O	O
hauteur	NOM	O	O
.	SENT	O	O
	
Je	PRO:PER	O	B-SENT
suggère	VER:pres	O	O
donc	ADV	O	O
avec	PRP	O	O
mon	DET:POS	O	O
groupe	NOM	O	O
,	PUN	O	O
de	PRP	O	O
chercher	VER:infi	O	O
,	PUN	O	O
demain	ADV	O	O
si	ADV	O	O
possible	ADJ	O	O
,	PUN	O	O
un	DET:ART	O	O
autre	ADJ	O	O
jour	NOM	O	O
si	ADV	O	O
nécessaire	ADJ	O	O
,	PUN	O	O
comment	ADV	O	O
il	PRO:PER	O	O
serait	VER:cond	O	O
possible	ADJ	O	O
de	PRP	O	O
consacrer	VER:infi	O	O
une	DET:ART	O	O
heure	NOM	O	O
à	PRP	O	O
ce	PRO:DEM	O	O
sujet	NOM	O	O
,	PUN	O	O
combien	ADV	O	O
important	ADJ	O	O
et	KON	O	O
d'	PRP	O	O
adopter	VER:infi	O	O
une	DET:ART	O	O
résolution	NOM	O	O
.	SENT	O	O
	
Si	KON	O	B-SENT
cela	PRO:DEM	O	O
ne	ADV	O	O
devait	VER:impf	O	O
pas	ADV	O	O
être	VER:infi	O	O
possible	ADJ	O	O
,	PUN	O	O
je	PRO:PER	O	O
suggère	VER:pres	O	O
que	KON	O	O
ce	PRO:DEM	O	O
sujet	NOM	O	O
fasse	VER:subp	O	O
au	PRP:det	O	O
moins	ADV	O	O
l'	DET:ART	O	O
objet	NOM	O	O
d'	PRP	O	O
une	DET:ART	O	O
question	NOM	O	O
lors	ADV	O	O
de	PRP	O	O
notre	DET:POS	O	O
débat	NOM	O	O
d'	PRP	O	O
urgence	NOM	O	O
.	SENT	O	O
	
Mais	KON	O	B-SENT
en	PRP	O	O
tout	PRO:IND	O	O
état	NOM	O	O
de	PRP	O	O
cause	NOM	O	O
,	PUN	O	O
je	PRO:PER	O	O
demande	VER:pres	O	O
de	PRP	O	O
façon	NOM	O	O
expresse	ADJ	O	O
que	KON	O	O
